DSA|Title|Level|Question|YoutubeLink
Intervals|Non Overlapping Intervals|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an array of intervals <code>intervals</code> where <code>intervals[i] = [start<sub>i</sub>, end<sub>i</sub>]</code>, return <em>the minimum number of intervals you need to remove to make the rest of the intervals non-overlapping</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> intervals = [[1,2],[2,3],[3,4],[1,3]] <strong>Output:</strong> 1 <strong>Explanation:</strong> [1,3] can be removed and the rest of the intervals are non-overlapping. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> intervals = [[1,2],[1,2],[1,2]] <strong>Output:</strong> 2 <strong>Explanation:</strong> You need to remove two [1,2] to make the rest of the intervals non-overlapping. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> intervals = [[1,2],[2,3]] <strong>Output:</strong> 0 <strong>Explanation:</strong> You don't need to remove any of the intervals since they're already non-overlapping. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= intervals.length &lt;= 10<sup>5</sup></code></li> 	<li><code>intervals[i].length == 2</code></li> 	<li><code>-5 * 10<sup>4</sup> &lt;= start<sub>i</sub> &lt; end<sub>i</sub> &lt;= 5 * 10<sup>4</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=nONCGxWoUfM
Intervals|Meeting Rooms|Easy|<div class="elfjS" data-track-load="description_content"></div>|https://www.youtube.com/watch?v=PaJxqZVPhbg
Intervals|Meeting Rooms II|Medium|<div class="elfjS" data-track-load="description_content"></div>|https://www.youtube.com/watch?v=FdzJmTCVyJU
Intervals|Minimum Interval to Include Each Query|Hard|<div class="elfjS" data-track-load="description_content"><p>You are given a 2D integer array <code>intervals</code>, where <code>intervals[i] = [left<sub>i</sub>, right<sub>i</sub>]</code> describes the <code>i<sup>th</sup></code> interval starting at <code>left<sub>i</sub></code> and ending at <code>right<sub>i</sub></code> <strong>(inclusive)</strong>. The <strong>size</strong> of an interval is defined as the number of integers it contains, or more formally <code>right<sub>i</sub> - left<sub>i</sub> + 1</code>.</p> <p>You are also given an integer array <code>queries</code>. The answer to the <code>j<sup>th</sup></code> query is the <strong>size of the smallest interval</strong> <code>i</code> such that <code>left<sub>i</sub> &lt;= queries[j] &lt;= right<sub>i</sub></code>. If no such interval exists, the answer is <code>-1</code>.</p> <p>Return <em>an array containing the answers to the queries</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> intervals = [[1,4],[2,4],[3,6],[4,4]], queries = [2,3,4,5] <strong>Output:</strong> [3,3,1,4] <strong>Explanation:</strong> The queries are processed as follows: - Query = 2: The interval [2,4] is the smallest interval containing 2. The answer is 4 - 2 + 1 = 3. - Query = 3: The interval [2,4] is the smallest interval containing 3. The answer is 4 - 2 + 1 = 3. - Query = 4: The interval [4,4] is the smallest interval containing 4. The answer is 4 - 4 + 1 = 1. - Query = 5: The interval [3,6] is the smallest interval containing 5. The answer is 6 - 3 + 1 = 4. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> intervals = [[2,3],[2,5],[1,8],[20,25]], queries = [2,19,5,22] <strong>Output:</strong> [2,-1,4,6] <strong>Explanation:</strong> The queries are processed as follows: - Query = 2: The interval [2,3] is the smallest interval containing 2. The answer is 3 - 2 + 1 = 2. - Query = 19: None of the intervals contain 19. The answer is -1. - Query = 5: The interval [2,5] is the smallest interval containing 5. The answer is 5 - 2 + 1 = 4. - Query = 22: The interval [20,25] is the smallest interval containing 22. The answer is 25 - 20 + 1 = 6. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= intervals.length &lt;= 10<sup>5</sup></code></li> 	<li><code>1 &lt;= queries.length &lt;= 10<sup>5</sup></code></li> 	<li><code>intervals[i].length == 2</code></li> 	<li><code>1 &lt;= left<sub>i</sub> &lt;= right<sub>i</sub> &lt;= 10<sup>7</sup></code></li> 	<li><code>1 &lt;= queries[j] &lt;= 10<sup>7</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=5hQ5WWW5awQ
Math & Geometry|Rotate Image|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an <code>n x n</code> 2D <code>matrix</code> representing an image, rotate the image by <strong>90</strong> degrees (clockwise).</p> <p>You have to rotate the image <a href="https://en.wikipedia.org/wiki/In-place_algorithm" target="_blank"><strong>in-place</strong></a>, which means you have to modify the input 2D matrix directly. <strong>DO NOT</strong> allocate another 2D matrix and do the rotation.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/08/28/mat1.jpg" style="width: 500px; height: 188px;"> <pre><strong>Input:</strong> matrix = [[1,2,3],[4,5,6],[7,8,9]] <strong>Output:</strong> [[7,4,1],[8,5,2],[9,6,3]] </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/08/28/mat2.jpg" style="width: 500px; height: 201px;"> <pre><strong>Input:</strong> matrix = [[5,1,9,11],[2,4,8,10],[13,3,6,7],[15,14,12,16]] <strong>Output:</strong> [[15,13,2,5],[14,3,4,1],[12,6,8,9],[16,7,10,11]] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == matrix.length == matrix[i].length</code></li> 	<li><code>1 &lt;= n &lt;= 20</code></li> 	<li><code>-1000 &lt;= matrix[i][j] &lt;= 1000</code></li> </ul> </div>|https://www.youtube.com/watch?v=fMSJSS7eO1w
Math & Geometry|Spiral Matrix|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> <code>matrix</code>, return <em>all elements of the</em> <code>matrix</code> <em>in spiral order</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/13/spiral1.jpg" style="width: 242px; height: 242px;"> <pre><strong>Input:</strong> matrix = [[1,2,3],[4,5,6],[7,8,9]] <strong>Output:</strong> [1,2,3,6,9,8,7,4,5] </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/13/spiral.jpg" style="width: 322px; height: 242px;"> <pre><strong>Input:</strong> matrix = [[1,2,3,4],[5,6,7,8],[9,10,11,12]] <strong>Output:</strong> [1,2,3,4,8,12,11,10,9,5,6,7] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == matrix.length</code></li> 	<li><code>n == matrix[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 10</code></li> 	<li><code>-100 &lt;= matrix[i][j] &lt;= 100</code></li> </ul> </div>|https://www.youtube.com/watch?v=BJnMZNwUk1M
Math & Geometry|Set Matrix Zeroes|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> integer matrix <code>matrix</code>, if an element is <code>0</code>, set its entire row and column to <code>0</code>'s.</p> <p>You must do it <a href="https://en.wikipedia.org/wiki/In-place_algorithm" target="_blank">in place</a>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/08/17/mat1.jpg" style="width: 450px; height: 169px;"> <pre><strong>Input:</strong> matrix = [[1,1,1],[1,0,1],[1,1,1]] <strong>Output:</strong> [[1,0,1],[0,0,0],[1,0,1]] </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/08/17/mat2.jpg" style="width: 450px; height: 137px;"> <pre><strong>Input:</strong> matrix = [[0,1,2,0],[3,4,5,2],[1,3,1,5]] <strong>Output:</strong> [[0,0,0,0],[0,4,5,0],[0,3,1,0]] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == matrix.length</code></li> 	<li><code>n == matrix[0].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 200</code></li> 	<li><code>-2<sup>31</sup> &lt;= matrix[i][j] &lt;= 2<sup>31</sup> - 1</code></li> </ul> <p>&nbsp;</p> <p><strong>Follow up:</strong></p> <ul> 	<li>A straightforward solution using <code>O(mn)</code> space is probably a bad idea.</li> 	<li>A simple improvement uses <code>O(m + n)</code> space, but still not the best solution.</li> 	<li>Could you devise a constant space solution?</li> </ul> </div>|https://www.youtube.com/watch?v=T41rL0L3Pnw
Math & Geometry|Happy Number|Easy|<div class="elfjS" data-track-load="description_content"><p>Write an algorithm to determine if a number <code>n</code> is happy.</p> <p>A <strong>happy number</strong> is a number defined by the following process:</p> <ul> 	<li>Starting with any positive integer, replace the number by the sum of the squares of its digits.</li> 	<li>Repeat the process until the number equals 1 (where it will stay), or it <strong>loops endlessly in a cycle</strong> which does not include 1.</li> 	<li>Those numbers for which this process <strong>ends in 1</strong> are happy.</li> </ul> <p>Return <code>true</code> <em>if</em> <code>n</code> <em>is a happy number, and</em> <code>false</code> <em>if not</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> n = 19 <strong>Output:</strong> true <strong>Explanation:</strong> 1<sup>2</sup> + 9<sup>2</sup> = 82 8<sup>2</sup> + 2<sup>2</sup> = 68 6<sup>2</sup> + 8<sup>2</sup> = 100 1<sup>2</sup> + 0<sup>2</sup> + 0<sup>2</sup> = 1 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> n = 2 <strong>Output:</strong> false </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= n &lt;= 2<sup>31</sup> - 1</code></li> </ul> </div>|https://www.youtube.com/watch?v=ljz85bxOYJ0
Math & Geometry|Plus One|Easy|<div class="elfjS" data-track-load="description_content"><p>You are given a <strong>large integer</strong> represented as an integer array <code>digits</code>, where each <code>digits[i]</code> is the <code>i<sup>th</sup></code> digit of the integer. The digits are ordered from most significant to least significant in left-to-right order. The large integer does not contain any leading <code>0</code>'s.</p> <p>Increment the large integer by one and return <em>the resulting array of digits</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> digits = [1,2,3] <strong>Output:</strong> [1,2,4] <strong>Explanation:</strong> The array represents the integer 123. Incrementing by one gives 123 + 1 = 124. Thus, the result should be [1,2,4]. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> digits = [4,3,2,1] <strong>Output:</strong> [4,3,2,2] <strong>Explanation:</strong> The array represents the integer 4321. Incrementing by one gives 4321 + 1 = 4322. Thus, the result should be [4,3,2,2]. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> digits = [9] <strong>Output:</strong> [1,0] <strong>Explanation:</strong> The array represents the integer 9. Incrementing by one gives 9 + 1 = 10. Thus, the result should be [1,0]. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= digits.length &lt;= 100</code></li> 	<li><code>0 &lt;= digits[i] &lt;= 9</code></li> 	<li><code>digits</code> does not contain any leading <code>0</code>'s.</li> </ul> </div>|https://www.youtube.com/watch?v=jIaA8boiG1s
Math & Geometry|Pow(x, n)|Medium|<div class="elfjS" data-track-load="description_content"><p>Implement <a href="http://www.cplusplus.com/reference/valarray/pow/" target="_blank">pow(x, n)</a>, which calculates <code>x</code> raised to the power <code>n</code> (i.e., <code>x<sup>n</sup></code>).</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> x = 2.00000, n = 10 <strong>Output:</strong> 1024.00000 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> x = 2.10000, n = 3 <strong>Output:</strong> 9.26100 </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> x = 2.00000, n = -2 <strong>Output:</strong> 0.25000 <strong>Explanation:</strong> 2<sup>-2</sup> = 1/2<sup>2</sup> = 1/4 = 0.25 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>-100.0 &lt; x &lt; 100.0</code></li> 	<li><code>-2<sup>31</sup> &lt;= n &lt;= 2<sup>31</sup>-1</code></li> 	<li><code>n</code> is an integer.</li> 	<li>Either <code>x</code> is not zero or <code>n &gt; 0</code>.</li> 	<li><code>-10<sup>4</sup> &lt;= x<sup>n</sup> &lt;= 10<sup>4</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=g9YQyYi4IQQ
Math & Geometry|Multiply Strings|Medium|<div class="elfjS" data-track-load="description_content"><p>Given two non-negative integers <code>num1</code> and <code>num2</code> represented as strings, return the product of <code>num1</code> and <code>num2</code>, also represented as a string.</p> <p><strong>Note:</strong>&nbsp;You must not use any built-in BigInteger library or convert the inputs to integer directly.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> num1 = "2", num2 = "3" <strong>Output:</strong> "6" </pre><p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> num1 = "123", num2 = "456" <strong>Output:</strong> "56088" </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= num1.length, num2.length &lt;= 200</code></li> 	<li><code>num1</code> and <code>num2</code> consist of digits only.</li> 	<li>Both <code>num1</code> and <code>num2</code>&nbsp;do not contain any leading zero, except the number <code>0</code> itself.</li> </ul> </div>|https://www.youtube.com/watch?v=1vZswirL8Y8
Math & Geometry|Detect Squares|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given a stream of points on the X-Y plane. Design an algorithm that:</p> <ul> 	<li><strong>Adds</strong> new points from the stream into a data structure. <strong>Duplicate</strong> points are allowed and should be treated as different points.</li> 	<li>Given a query point, <strong>counts</strong> the number of ways to choose three points from the data structure such that the three points and the query point form an <strong>axis-aligned square</strong> with <strong>positive area</strong>.</li> </ul> <p>An <strong>axis-aligned square</strong> is a square whose edges are all the same length and are either parallel or perpendicular to the x-axis and y-axis.</p> <p>Implement the <code>DetectSquares</code> class:</p> <ul> 	<li><code>DetectSquares()</code> Initializes the object with an empty data structure.</li> 	<li><code>void add(int[] point)</code> Adds a new point <code>point = [x, y]</code> to the data structure.</li> 	<li><code>int count(int[] point)</code> Counts the number of ways to form <strong>axis-aligned squares</strong> with point <code>point = [x, y]</code> as described above.</li> </ul> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/09/01/image.png" style="width: 869px; height: 504px;"> <pre><strong>Input</strong> ["DetectSquares", "add", "add", "add", "count", "count", "add", "count"] [[], [[3, 10]], [[11, 2]], [[3, 2]], [[11, 10]], [[14, 8]], [[11, 2]], [[11, 10]]] <strong>Output</strong> [null, null, null, null, 1, 0, null, 2] <strong>Explanation</strong> DetectSquares detectSquares = new DetectSquares(); detectSquares.add([3, 10]); detectSquares.add([11, 2]); detectSquares.add([3, 2]); detectSquares.count([11, 10]); // return 1. You can choose:                                //   - The first, second, and third points detectSquares.count([14, 8]);  // return 0. The query point cannot form a square with any points in the data structure. detectSquares.add([11, 2]);    // Adding duplicate points is allowed. detectSquares.count([11, 10]); // return 2. You can choose:                                //   - The first, second, and third points                                //   - The first, third, and fourth points </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>point.length == 2</code></li> 	<li><code>0 &lt;= x, y &lt;= 1000</code></li> 	<li>At most <code>3000</code> calls <strong>in total</strong> will be made to <code>add</code> and <code>count</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=bahebearrDc
